Production SE areas in MWh,,,,,,
Data was last updated 14-12-2018,,,,,,
,Hours,SE1,SE2,SE3,SE4,SE
14-07-2018,09 - 10,1941,1553,8249,319,12062
14-07-2018,10 - 11,1918,1613,8374,338,12242
14-07-2018,11 - 12,2045,1652,8395,354,12445
14-07-2018,12 - 13,1853,1688,8234,371,12146
14-07-2018,13 - 14,1385,1559,8331,388,11662
14-07-2018,14 - 15,1185,1435,8241,396,11256
14-07-2018,15 - 16,1070,1440,8246,399,11156
14-07-2018,16 - 17,1089,1460,8252,405,11207
14-07-2018,17 - 18,1073,1522,8243,396,11234
14-07-2018,18 - 19,1112,1716,8403,368,11599
14-07-2018,19 - 20,1026,1796,8560,352,11734
14-07-2018,20 - 21,917,1783,8625,334,11660
14-07-2018,21 - 22,942,1818,8588,329,11677
14-07-2018,22 - 23,918,1649,8762,336,11665
14-07-2018,23 - 00,755,1290,8769,344,11158
15-07-2018,00 - 01,696,1322,8884,367,11269
15-07-2018,01 - 02,677,1254,8859,388,11179
15-07-2018,02 - 03,704,1306,8849,397,11256
15-07-2018,03 - 04,680,1242,8818,398,11138
15-07-2018,04 - 05,652,1175,8778,399,11004
15-07-2018,05 - 06,647,1141,8723,379,10890
15-07-2018,06 - 07,730,1084,8743,334,10891
15-07-2018,07 - 08,811,1186,8788,314,11099
15-07-2018,08 - 09,849,1301,8799,310,11259
15-07-2018,09 - 10,1140,1373,8849,298,11659
15-07-2018,10 - 11,1263,1367,8858,293,11781
15-07-2018,11 - 12,1270,1358,8895,309,11832
15-07-2018,12 - 13,1203,1496,8927,314,11941
15-07-2018,13 - 14,1182,1503,8990,316,11991
15-07-2018,14 - 15,1204,1434,9020,321,11978
15-07-2018,15 - 16,1253,1530,9065,327,12175
15-07-2018,16 - 17,1284,1579,9071,325,12259
15-07-2018,17 - 18,1271,1629,9067,314,12280
15-07-2018,18 - 19,1209,1761,9053,306,12329
15-07-2018,19 - 20,1439,1941,9063,300,12743
15-07-2018,20 - 21,1433,1968,9056,302,12758
15-07-2018,21 - 22,1443,1857,9072,304,12675
15-07-2018,22 - 23,1404,1713,9096,318,12531
15-07-2018,23 - 00,1047,1399,9074,320,11839
16-07-2018,00 - 01,740,1365,9080,311,11496
16-07-2018,01 - 02,802,1240,9047,301,11390
16-07-2018,02 - 03,750,1216,9007,301,11273
16-07-2018,03 - 04,715,1199,9018,311,11243
16-07-2018,04 - 05,688,1242,9016,321,11266
16-07-2018,05 - 06,782,1294,9008,320,11403
16-07-2018,06 - 07,1010,2002,9074,303,12388
16-07-2018,07 - 08,1524,3016,9036,293,13869
16-07-2018,08 - 09,1929,3714,9242,345,15230
16-07-2018,09 - 10,2015,3967,9327,344,15653
16-07-2018,10 - 11,2098,3982,9305,342,15727
16-07-2018,11 - 12,1948,3962,9347,359,15616
16-07-2018,12 - 13,1854,3708,9265,363,15190
16-07-2018,13 - 14,1739,3398,9145,372,14653
16-07-2018,14 - 15,1763,3350,9163,357,14633
16-07-2018,15 - 16,1853,3461,9199,356,14869
16-07-2018,16 - 17,1418,3526,9278,348,14570
16-07-2018,17 - 18,1485,3848,9363,339,15035
16-07-2018,18 - 19,1507,3942,9380,336,15164
16-07-2018,19 - 20,1509,4005,9367,330,15212
16-07-2018,20 - 21,1462,3738,9329,322,14851
16-07-2018,21 - 22,1454,3489,9283,311,14538
16-07-2018,22 - 23,1297,3034,9349,308,13988
16-07-2018,23 - 00,978,2453,9240,307,12977
17-07-2018,00 - 01,704,1883,9169,299,12055
17-07-2018,01 - 02,656,1715,9164,313,11848
17-07-2018,02 - 03,645,1613,9194,333,11786
17-07-2018,03 - 04,599,1561,9218,359,11737
17-07-2018,04 - 05,829,1594,9231,390,12043
17-07-2018,05 - 06,870,1648,9247,403,12168
17-07-2018,06 - 07,1048,2088,9312,387,12835
17-07-2018,07 - 08,1432,2958,9390,372,14151
17-07-2018,08 - 09,1526,3643,9419,417,15004
17-07-2018,09 - 10,1494,3637,9497,397,15024
17-07-2018,10 - 11,1428,3485,9450,389,14752
17-07-2018,11 - 12,1398,3397,9456,392,14643
17-07-2018,12 - 13,1381,2912,9374,377,14045
17-07-2018,13 - 14,1267,2679,9363,379,13688
17-07-2018,14 - 15,1325,2659,9364,389,13737
17-07-2018,15 - 16,1351,2553,9338,376,13618
17-07-2018,16 - 17,1336,2630,9318,379,13662
17-07-2018,17 - 18,1105,2719,9308,391,13522
17-07-2018,18 - 19,1123,2926,9426,391,13867
17-07-2018,19 - 20,1413,3146,9445,398,14402
17-07-2018,20 - 21,1412,3112,9432,391,14347
17-07-2018,21 - 22,1334,2860,9375,401,13969
17-07-2018,22 - 23,1394,2714,9458,412,13978
17-07-2018,23 - 00,945,1920,9365,419,12648
18-07-2018,00 - 01,715,1540,9331,432,12019
18-07-2018,01 - 02,654,1392,9279,416,11742
18-07-2018,02 - 03,662,1366,9239,423,11690
18-07-2018,03 - 04,751,1357,9246,427,11780
18-07-2018,04 - 05,1146,1405,9297,412,12261
18-07-2018,05 - 06,1301,1534,9283,395,12512
18-07-2018,06 - 07,1681,2053,9242,370,13347
18-07-2018,07 - 08,1886,2902,9296,360,14444
18-07-2018,08 - 09,1922,3336,9415,366,15039
18-07-2018,09 - 10,1848,3389,9327,357,14921
18-07-2018,10 - 11,1861,3392,9218,355,14826
18-07-2018,11 - 12,1704,3381,9197,343,14626
18-07-2018,12 - 13,1542,3227,9199,361,14329
18-07-2018,13 - 14,1513,3013,9197,365,14088
18-07-2018,14 - 15,1530,3125,9193,361,14209
18-07-2018,15 - 16,1486,3019,9178,354,14037
18-07-2018,16 - 17,1323,3105,9155,356,13939
18-07-2018,17 - 18,1324,3184,9133,358,13999
18-07-2018,18 - 19,1941,3300,9121,360,14722
18-07-2018,19 - 20,1933,3330,9202,365,14829
18-07-2018,20 - 21,2186,3210,9154,383,14933
18-07-2018,21 - 22,2228,3257,9177,413,15075
18-07-2018,22 - 23,2160,3156,9293,476,15084
18-07-2018,23 - 00,1346,2113,9063,502,13024
19-07-2018,00 - 01,768,1932,9185,534,12419
19-07-2018,01 - 02,734,1758,8990,559,12041
19-07-2018,02 - 03,694,1532,8954,567,11747
19-07-2018,03 - 04,1112,1635,8942,567,12257
19-07-2018,04 - 05,1030,1878,9129,560,12597
19-07-2018,05 - 06,1132,2150,8971,533,12785
19-07-2018,06 - 07,1541,2561,8957,499,13557
19-07-2018,07 - 08,1716,3021,9044,507,14288
19-07-2018,08 - 09,1841,3252,9058,481,14632
19-07-2018,09 - 10,1812,3221,9095,462,14589
19-07-2018,10 - 11,1498,3130,8985,442,14054
19-07-2018,11 - 12,1121,2995,8994,427,13536
19-07-2018,12 - 13,1065,2809,8990,426,13289
19-07-2018,13 - 14,1123,2766,9015,431,13334
19-07-2018,14 - 15,1138,2687,9010,430,13264
19-07-2018,15 - 16,1114,2562,9014,438,13128
19-07-2018,16 - 17,1131,2856,9062,442,13491
19-07-2018,17 - 18,1478,3035,9139,433,14086
19-07-2018,18 - 19,1797,3215,9205,419,14635
19-07-2018,19 - 20,1904,3334,9335,403,14976
19-07-2018,20 - 21,1786,3299,9347,391,14823
19-07-2018,21 - 22,1689,3107,9204,397,14397
19-07-2018,22 - 23,1573,2797,9150,413,13932
19-07-2018,23 - 00,1103,2096,9031,428,12657
20-07-2018,00 - 01,634,1473,9033,434,11574
20-07-2018,01 - 02,588,1358,8995,444,11386
20-07-2018,02 - 03,603,1321,9000,441,11365
20-07-2018,03 - 04,634,1367,9010,427,11438
20-07-2018,04 - 05,972,1434,9050,422,11878
20-07-2018,05 - 06,905,1459,8974,393,11731
20-07-2018,06 - 07,1571,2184,8961,359,13075
20-07-2018,07 - 08,1913,2956,8991,388,14248
20-07-2018,08 - 09,1967,3225,9176,384,14752
20-07-2018,09 - 10,1939,3233,9245,381,14797
20-07-2018,10 - 11,1637,3190,9200,390,14418
20-07-2018,11 - 12,1417,3177,9202,387,14182
20-07-2018,12 - 13,1341,3039,9068,387,13833
20-07-2018,13 - 14,1132,2875,9059,383,13449
20-07-2018,14 - 15,1131,2644,9061,380,13216
20-07-2018,15 - 16,1161,2668,9076,385,13290
20-07-2018,16 - 17,1467,2638,9094,390,13590
20-07-2018,17 - 18,1773,2783,9215,406,14176
20-07-2018,18 - 19,2030,2624,9300,412,14367
20-07-2018,19 - 20,1938,2649,9244,409,14240
20-07-2018,20 - 21,1679,2541,9231,406,13857
20-07-2018,21 - 22,1598,2367,9143,423,13531
20-07-2018,22 - 23,1487,2065,9132,444,13127
20-07-2018,23 - 00,831,1663,9112,472,12078
21-07-2018,00 - 01,685,1247,9147,487,11565
21-07-2018,01 - 02,605,1155,9102,503,11365
21-07-2018,02 - 03,575,1125,9081,509,11290
21-07-2018,03 - 04,568,1124,9061,499,11252
21-07-2018,04 - 05,556,1151,9062,485,11255
21-07-2018,05 - 06,591,1192,9064,440,11286
21-07-2018,06 - 07,646,1139,9036,384,11205
21-07-2018,07 - 08,628,1173,9033,355,11189
21-07-2018,08 - 09,847,1679,9125,345,11996
21-07-2018,09 - 10,1077,1786,9170,359,12392
21-07-2018,10 - 11,1140,1865,9248,386,12639
21-07-2018,11 - 12,1157,1872,9303,416,12748
21-07-2018,12 - 13,1148,1741,9301,450,12641
21-07-2018,13 - 14,1140,1591,9301,482,12514
21-07-2018,14 - 15,1127,1542,9353,492,12515
21-07-2018,15 - 16,1149,1530,9431,514,12624
21-07-2018,16 - 17,1119,1614,9456,522,12711
21-07-2018,17 - 18,1344,1832,9373,516,13065
21-07-2018,18 - 19,1280,2054,9303,495,13133
21-07-2018,19 - 20,1151,2074,9104,471,12800
21-07-2018,20 - 21,998,2118,8905,430,12451
21-07-2018,21 - 22,955,2107,8847,433,12341
21-07-2018,22 - 23,938,2029,8837,433,12236
21-07-2018,23 - 00,804,1660,8706,425,11596
22-07-2018,00 - 01,546,1430,8673,404,11053
22-07-2018,01 - 02,499,1400,8778,387,11064
22-07-2018,02 - 03,457,1393,8711,374,10936
22-07-2018,03 - 04,437,1408,8559,370,10774
22-07-2018,04 - 05,442,1435,8509,359,10745
22-07-2018,05 - 06,498,1443,8492,344,10776
22-07-2018,06 - 07,572,1450,8493,321,10837
22-07-2018,07 - 08,583,1425,8495,319,10822
22-07-2018,08 - 09,606,1434,8384,340,10763
22-07-2018,09 - 10,845,1411,8413,376,11044
22-07-2018,10 - 11,848,1639,8422,430,11339
22-07-2018,11 - 12,880,1517,8458,478,11333
22-07-2018,12 - 13,1055,1495,8502,480,11532
22-07-2018,13 - 14,1067,1435,8538,534,11574
22-07-2018,14 - 15,1043,1391,8561,571,11566
22-07-2018,15 - 16,1042,1388,8580,531,11540
22-07-2018,16 - 17,1041,1486,8591,517,11636
22-07-2018,17 - 18,1063,1542,8607,484,11696
22-07-2018,18 - 19,1056,1760,8564,438,11818
22-07-2018,19 - 20,1075,1917,8544,390,11926
22-07-2018,20 - 21,1065,2005,8518,367,11955
22-07-2018,21 - 22,1237,2033,8545,361,12176
22-07-2018,22 - 23,1224,1905,8561,356,12046
22-07-2018,23 - 00,786,1624,8516,350,11275
23-07-2018,00 - 01,639,1582,8613,351,11186
23-07-2018,01 - 02,573,1435,8554,342,10905
23-07-2018,02 - 03,541,1397,8532,332,10801
23-07-2018,03 - 04,567,1444,8500,323,10833
23-07-2018,04 - 05,981,1598,8551,321,11451
23-07-2018,05 - 06,897,1693,8457,315,11362
23-07-2018,06 - 07,1489,1932,8405,308,12134
23-07-2018,07 - 08,1882,2582,8395,335,13194
23-07-2018,08 - 09,2034,3200,8486,378,14097
23-07-2018,09 - 10,2246,3428,8546,400,14620
23-07-2018,10 - 11,2018,3411,8484,427,14339
23-07-2018,11 - 12,2052,3394,8498,461,14404
23-07-2018,12 - 13,1538,3238,8484,487,13747
23-07-2018,13 - 14,1353,3024,8453,509,13338
23-07-2018,14 - 15,1416,3006,8461,517,13400
23-07-2018,15 - 16,1438,3030,8483,512,13462
23-07-2018,16 - 17,1360,3098,8491,498,13447
23-07-2018,17 - 18,1754,3390,8586,465,14195
23-07-2018,18 - 19,2068,3375,8594,429,14467
23-07-2018,19 - 20,1966,3292,8578,390,14224
23-07-2018,20 - 21,1732,3127,8432,360,13651
23-07-2018,21 - 22,1701,2998,8485,360,13544
23-07-2018,22 - 23,1785,2392,8537,381,13093
23-07-2018,23 - 00,1114,1900,8544,404,11962
24-07-2018,00 - 01,683,1551,8502,393,11130
24-07-2018,01 - 02,517,1376,8438,402,10734
24-07-2018,02 - 03,472,1301,8376,400,10547
24-07-2018,03 - 04,530,1292,8352,385,10559
24-07-2018,04 - 05,981,1448,8356,363,11148
24-07-2018,05 - 06,1037,1546,8290,334,11207
24-07-2018,06 - 07,1751,2086,8367,301,12504
24-07-2018,07 - 08,1882,2832,8336,292,13342
24-07-2018,08 - 09,2144,3132,8548,333,14158
24-07-2018,09 - 10,2162,3208,8568,340,14278
24-07-2018,10 - 11,2113,3262,8394,348,14116
24-07-2018,11 - 12,2058,3257,8360,357,14033
24-07-2018,12 - 13,1664,3244,8336,329,13573
24-07-2018,13 - 14,1480,3134,8352,325,13292
24-07-2018,14 - 15,1537,3185,8383,322,13427
24-07-2018,15 - 16,1740,3264,8460,320,13784
24-07-2018,16 - 17,1867,3250,8524,318,13960
24-07-2018,17 - 18,1782,3453,8682,311,14228
24-07-2018,18 - 19,1860,3328,8649,303,14139
24-07-2018,19 - 20,1871,3317,8548,286,14022
24-07-2018,20 - 21,1786,3309,8429,280,13804
24-07-2018,21 - 22,1788,3202,8393,282,13666
24-07-2018,22 - 23,1726,2889,8441,283,13339
24-07-2018,23 - 00,1338,2514,8422,281,12556
25-07-2018,00 - 01,1051,2162,8388,244,11845
25-07-2018,01 - 02,855,1927,8342,238,11362
25-07-2018,02 - 03,810,1853,8300,231,11195
25-07-2018,03 - 04,794,1665,8251,227,10936
25-07-2018,04 - 05,1014,1669,8283,224,11190
25-07-2018,05 - 06,1129,1695,8271,224,11319
25-07-2018,06 - 07,1913,1956,8251,222,12341
25-07-2018,07 - 08,1796,2586,8251,246,12877
25-07-2018,08 - 09,1907,2871,8273,286,13337
25-07-2018,09 - 10,1961,3088,8267,300,13615
25-07-2018,10 - 11,1652,3231,8314,302,13498
25-07-2018,11 - 12,1652,3469,8364,308,13793
25-07-2018,12 - 13,1686,3512,8386,296,13879
25-07-2018,13 - 14,1379,3453,8459,301,13591
25-07-2018,14 - 15,1478,3498,8463,313,13751
25-07-2018,15 - 16,1688,3471,8504,329,13991
25-07-2018,16 - 17,1650,3424,8518,334,13926
25-07-2018,17 - 18,1674,3336,8512,338,13860
25-07-2018,18 - 19,1835,2986,8490,337,13649
25-07-2018,19 - 20,1805,2841,8466,347,13459
25-07-2018,20 - 21,1655,2514,8469,346,12984
25-07-2018,21 - 22,1749,2530,8561,323,13163
25-07-2018,22 - 23,1530,2228,8600,320,12678
25-07-2018,23 - 00,900,2004,8555,324,11783
26-07-2018,00 - 01,771,1987,8481,330,11570
26-07-2018,01 - 02,698,1855,8418,321,11292
26-07-2018,02 - 03,684,1850,8390,327,11251
26-07-2018,03 - 04,715,1801,8366,335,11217
26-07-2018,04 - 05,1052,2039,8428,329,11848
26-07-2018,05 - 06,1244,2115,8415,314,12089
26-07-2018,06 - 07,1838,2272,8307,284,12700
26-07-2018,07 - 08,1885,2616,8273,278,13051
26-07-2018,08 - 09,1800,3010,8277,302,13389
26-07-2018,09 - 10,2048,3140,8385,309,13882
26-07-2018,10 - 11,2043,3295,8383,326,14048
26-07-2018,11 - 12,1748,3168,8407,321,13644
26-07-2018,12 - 13,1377,2973,8475,307,13131
26-07-2018,13 - 14,1367,2737,8463,300,12867
26-07-2018,14 - 15,1523,2739,8475,290,13028
26-07-2018,15 - 16,1384,2898,8475,311,13067
26-07-2018,16 - 17,1594,2934,8493,338,13359
26-07-2018,17 - 18,1729,3071,8504,352,13656
26-07-2018,18 - 19,1960,2881,8333,351,13525
26-07-2018,19 - 20,1800,2780,8345,345,13270
26-07-2018,20 - 21,1847,2496,8357,329,13029
26-07-2018,21 - 22,1709,2416,8401,321,12847
26-07-2018,22 - 23,1509,2166,8412,311,12398
26-07-2018,23 - 00,1034,1595,8362,296,11288
27-07-2018,00 - 01,708,1637,8392,304,11042
27-07-2018,01 - 02,696,1715,8326,312,11048
27-07-2018,02 - 03,690,1457,8303,312,10762
27-07-2018,03 - 04,900,1387,8299,321,10906
27-07-2018,04 - 05,942,1519,8349,336,11146
27-07-2018,05 - 06,994,1584,8337,343,11258
27-07-2018,06 - 07,1736,1916,8357,343,12351
27-07-2018,07 - 08,1949,2657,8315,370,13291
27-07-2018,08 - 09,2106,2886,8365,392,13749
27-07-2018,09 - 10,2269,2939,8449,437,14093
27-07-2018,10 - 11,2423,2983,8485,508,14399
27-07-2018,11 - 12,2286,2892,8523,569,14270
27-07-2018,12 - 13,2060,2665,8458,619,13801
27-07-2018,13 - 14,1874,2451,8477,621,13423
27-07-2018,14 - 15,1784,2412,8529,638,13363
27-07-2018,15 - 16,1823,2459,8563,653,13498
27-07-2018,16 - 17,1971,2583,8602,672,13828
27-07-2018,17 - 18,2143,2607,8574,691,14015
27-07-2018,18 - 19,2181,2400,8569,688,13837
27-07-2018,19 - 20,1840,2313,8580,675,13408
27-07-2018,20 - 21,1442,2131,8636,650,12859
27-07-2018,21 - 22,1449,2169,8737,609,12963
27-07-2018,22 - 23,1287,2003,8764,571,12625
27-07-2018,23 - 00,1079,1724,8723,570,12096
28-07-2018,00 - 01,1002,1724,8812,563,12100
28-07-2018,01 - 02,931,1655,8823,572,11980
28-07-2018,02 - 03,1009,1545,8853,583,11990
28-07-2018,03 - 04,963,1498,8866,603,11930
28-07-2018,04 - 05,940,1398,8892,601,11830
28-07-2018,05 - 06,865,1356,8861,574,11656
28-07-2018,06 - 07,818,1214,8820,538,11390
28-07-2018,07 - 08,934,1287,8806,517,11544
28-07-2018,08 - 09,1055,1568,8837,514,11974
28-07-2018,09 - 10,1083,1671,8935,523,12212
28-07-2018,10 - 11,1026,1702,8987,564,12279
28-07-2018,11 - 12,1031,1802,9040,579,12451
28-07-2018,12 - 13,994,1937,8977,591,12499
28-07-2018,13 - 14,998,1975,8982,586,12541
28-07-2018,14 - 15,1040,1905,9009,577,12531
28-07-2018,15 - 16,1102,2003,8994,579,12678
28-07-2018,16 - 17,1125,2185,8962,533,12806
28-07-2018,17 - 18,1234,2381,8879,537,13031
28-07-2018,18 - 19,1356,2602,8863,509,13329
28-07-2018,19 - 20,1407,2762,8857,494,13520
28-07-2018,20 - 21,1485,2798,8877,475,13636
28-07-2018,21 - 22,1661,2928,8824,441,13853
28-07-2018,22 - 23,1766,2915,8781,421,13883
28-07-2018,23 - 00,1238,2425,8707,391,12761
29-07-2018,00 - 01,817,2159,8696,361,12032
29-07-2018,01 - 02,817,2154,8634,306,11910
29-07-2018,02 - 03,805,2105,8552,269,11731
29-07-2018,03 - 04,810,2102,8476,256,11643
29-07-2018,04 - 05,789,2145,8425,269,11627
29-07-2018,05 - 06,785,2183,8380,282,11630
29-07-2018,06 - 07,710,2136,8297,288,11431
29-07-2018,07 - 08,780,2086,8280,315,11461
29-07-2018,08 - 09,791,2392,8281,323,11787
29-07-2018,09 - 10,820,2454,8303,331,11907
29-07-2018,10 - 11,884,2636,8331,333,12183
29-07-2018,11 - 12,976,2679,8325,331,12310
29-07-2018,12 - 13,1108,2671,8331,326,12436
29-07-2018,13 - 14,1123,2796,8309,312,12540
29-07-2018,14 - 15,1116,2634,8285,305,12340
29-07-2018,15 - 16,1109,2561,8221,303,12193
29-07-2018,16 - 17,1436,2570,8177,300,12484
29-07-2018,17 - 18,1595,2641,8150,287,12673
29-07-2018,18 - 19,1487,2502,8103,272,12363
29-07-2018,19 - 20,1596,2641,7959,257,12453
29-07-2018,20 - 21,1785,2596,7955,254,12590
29-07-2018,21 - 22,1843,2649,7960,241,12692
29-07-2018,22 - 23,1620,2416,7943,231,12210
29-07-2018,23 - 00,1472,2194,7939,230,11834
30-07-2018,00 - 01,1011,1780,7892,179,10861
30-07-2018,01 - 02,930,1661,7895,176,10662
30-07-2018,02 - 03,900,1663,7897,178,10638
30-07-2018,03 - 04,943,1645,7899,183,10669
30-07-2018,04 - 05,1112,1732,7960,193,10997
30-07-2018,05 - 06,1193,1731,7913,200,11037
30-07-2018,06 - 07,2080,1922,8055,212,12269
30-07-2018,07 - 08,2306,2208,7977,228,12718
30-07-2018,08 - 09,2526,2763,8030,248,13567
30-07-2018,09 - 10,2815,2735,8106,290,13946
30-07-2018,10 - 11,2846,2824,8128,309,14107
30-07-2018,11 - 12,2791,2790,8160,309,14050
30-07-2018,12 - 13,2717,2729,8110,295,13850
30-07-2018,13 - 14,2506,2742,8136,286,13670
30-07-2018,14 - 15,2273,2648,8124,284,13329
30-07-2018,15 - 16,2351,2733,8179,256,13519
30-07-2018,16 - 17,3013,2920,7377,254,13564
30-07-2018,17 - 18,2944,2978,7878,246,14045
30-07-2018,18 - 19,2836,2965,7806,235,13841
30-07-2018,19 - 20,2767,3076,7305,228,13377
30-07-2018,20 - 21,2664,3036,7300,227,13226
30-07-2018,21 - 22,2440,2964,7758,236,13398
30-07-2018,22 - 23,2379,2837,7766,243,13225
30-07-2018,23 - 00,1546,2057,7729,245,11576
31-07-2018,00 - 01,1296,1694,7688,242,10920
31-07-2018,01 - 02,1171,1589,7680,235,10674
31-07-2018,02 - 03,1092,1524,7614,231,10461
31-07-2018,03 - 04,1065,1504,7617,231,10417
31-07-2018,04 - 05,1013,1423,7616,241,10294
31-07-2018,05 - 06,1179,1553,7630,240,10602
31-07-2018,06 - 07,1713,2093,7711,240,11757
31-07-2018,07 - 08,2180,2585,7644,261,12671
31-07-2018,08 - 09,2889,3036,7731,291,13947
31-07-2018,09 - 10,2998,3170,7884,312,14363
31-07-2018,10 - 11,3290,3346,8093,347,15075
31-07-2018,11 - 12,3155,3270,8102,375,14902
31-07-2018,12 - 13,2902,3331,7885,397,14515
31-07-2018,13 - 14,2723,3171,7858,389,14142
31-07-2018,14 - 15,2513,3107,7874,385,13878
31-07-2018,15 - 16,2430,3162,7539,402,13533
31-07-2018,16 - 17,2651,3126,7649,431,13857
31-07-2018,17 - 18,2592,3115,7678,452,13837
31-07-2018,18 - 19,2842,3138,7736,444,14160
31-07-2018,19 - 20,2773,3160,7728,436,14098
31-07-2018,20 - 21,2499,3030,7790,405,13724
31-07-2018,21 - 22,2291,2874,7702,395,13262
31-07-2018,22 - 23,2421,2894,7734,372,13421
31-07-2018,23 - 00,1741,2471,7690,332,12234
1/8/2018,00 - 01,1156,2169,7660,309,11293
1/8/2018,01 - 02,1148,2026,7612,259,11044
1/8/2018,02 - 03,1129,1984,7538,229,10881
1/8/2018,03 - 04,1106,1922,7517,218,10762
1/8/2018,04 - 05,1238,1840,7547,210,10835
1/8/2018,05 - 06,1080,1917,7430,197,10624
1/8/2018,06 - 07,1452,2245,7416,190,11303
1/8/2018,07 - 08,2413,2786,7472,193,12864
1/8/2018,08 - 09,2983,3280,7550,224,14037
1/8/2018,09 - 10,3049,3310,7623,242,14224
1/8/2018,10 - 11,3093,3294,7645,276,14308
1/8/2018,11 - 12,3119,3395,7633,289,14436
1/8/2018,12 - 13,3082,3440,7661,307,14490
1/8/2018,13 - 14,3099,3451,7691,280,14522
1/8/2018,14 - 15,3163,3488,7729,283,14664
1/8/2018,15 - 16,2992,3289,7711,268,14260
1/8/2018,16 - 17,2963,3397,7700,271,14331
1/8/2018,17 - 18,3074,3366,7770,267,14477
1/8/2018,18 - 19,3099,3373,7733,266,14470
1/8/2018,19 - 20,2997,3258,7689,271,14216
1/8/2018,20 - 21,2901,3017,7535,276,13729
1/8/2018,21 - 22,2935,3022,7497,269,13722
1/8/2018,22 - 23,2971,2960,7503,274,13708
1/8/2018,23 - 00,2036,2397,7445,276,12154
2/8/2018,00 - 01,1197,1754,7372,246,10569
2/8/2018,01 - 02,1074,1613,7311,245,10242
2/8/2018,02 - 03,827,1292,7285,244,9647
2/8/2018,03 - 04,863,1270,7295,243,9670
2/8/2018,04 - 05,971,1253,7310,248,9783
2/8/2018,05 - 06,1124,1326,7287,237,9973
2/8/2018,06 - 07,1968,1922,7335,217,11442
2/8/2018,07 - 08,2567,2920,7440,209,13136
2/8/2018,08 - 09,2601,3202,7610,250,13662
2/8/2018,09 - 10,2601,3236,7717,262,13816
2/8/2018,10 - 11,2631,3254,7810,268,13963
2/8/2018,11 - 12,2681,3323,7887,260,14152
2/8/2018,12 - 13,2690,3357,7895,269,14211
2/8/2018,13 - 14,2729,3338,7920,290,14278
2/8/2018,14 - 15,2735,3328,7909,312,14284
2/8/2018,15 - 16,2729,3295,7936,329,14289
2/8/2018,16 - 17,2666,3357,8008,359,14390
2/8/2018,17 - 18,2662,3363,8004,357,14386
2/8/2018,18 - 19,2714,3247,7901,349,14211
2/8/2018,19 - 20,2621,3162,7819,338,13940
2/8/2018,20 - 21,2371,2958,7713,346,13388
2/8/2018,21 - 22,2177,2914,7777,353,13220
2/8/2018,22 - 23,2023,2718,7806,365,12912
2/8/2018,23 - 00,1461,2401,7799,352,12013
3/8/2018,00 - 01,1011,1820,7869,325,11025
3/8/2018,01 - 02,761,1698,7836,306,10600
3/8/2018,02 - 03,746,1741,7800,290,10578
3/8/2018,03 - 04,813,1797,7767,281,10657
3/8/2018,04 - 05,1188,1965,7790,271,11213
3/8/2018,05 - 06,1810,2177,7735,260,11982
